index	masked sentence	original sentence	json file	sentence begin	sentence end	denotation 1	denotation 2
48	As part of the host defense mechanism against invading pathogens , @GENE$ activation is required for resistance to a variety of @DISEASE$ [ 1 ]	As part of the host defense mechanism against invading pathogens , NF - κB activation is required for resistance to a variety of viral , bacterial , and parasitic infections [ 1 ]	zgywyubf-5-body_text.json	156	335	{'id': 'A-biobert_T2', 'span': {'begin': 223, 'end': 231}, 'obj': 'Gene'}	{'id': 7, 'span': {'begin': 285, 'end': 330}, 'obj': 'Disease'}
49	However , many viruses such as @DISEASE$ , exploit this property to their benefit by driving their gene expression through κB response elements located in their @GENE$ [ 2 ]	However , many viruses such as HIV , exploit this property to their benefit by driving their gene expression through κB response elements located in their promoters [ 2 ]	zgywyubf-5-body_text.json	338	508	{'id': 'A-biobert_T4', 'span': {'begin': 493, 'end': 503}, 'obj': 'Gene'}	{'id': 8, 'span': {'begin': 369, 'end': 373}, 'obj': 'Disease'}
50	However , many viruses such as @DISEASE$ , exploit this property to their benefit by driving their gene expression through @GENE$ located in their promoters [ 2 ]	However , many viruses such as HIV , exploit this property to their benefit by driving their gene expression through κB response elements located in their promoters [ 2 ]	zgywyubf-5-body_text.json	338	508	{'id': 'A-biobert_T3', 'span': {'begin': 455, 'end': 476}, 'obj': 'Gene'}	{'id': 8, 'span': {'begin': 369, 'end': 373}, 'obj': 'Disease'}
51	On the contrary , many pathogens such as African swine fever virus , HIV - 1 and @DISEASE$ [ 3 ] [ 4 ] [ 5 ] have developed strategies to interfere with host @GENE$ responses	On the contrary , many pathogens such as African swine fever virus , HIV - 1 and cowpox virus [ 3 ] [ 4 ] [ 5 ] have developed strategies to interfere with host NF - κB responses	zgywyubf-5-body_text.json	511	689	{'id': 'A-biobert_T5', 'span': {'begin': 672, 'end': 680}, 'obj': 'Gene'}	{'id': 11, 'span': {'begin': 592, 'end': 605}, 'obj': 'Disease'}
52	On the contrary , many pathogens such as African swine fever virus , @DISEASE$ and cowpox virus [ 3 ] [ 4 ] [ 5 ] have developed strategies to interfere with host @GENE$ responses	On the contrary , many pathogens such as African swine fever virus , HIV - 1 and cowpox virus [ 3 ] [ 4 ] [ 5 ] have developed strategies to interfere with host NF - κB responses	zgywyubf-5-body_text.json	511	689	{'id': 'A-biobert_T5', 'span': {'begin': 672, 'end': 680}, 'obj': 'Gene'}	{'id': 10, 'span': {'begin': 580, 'end': 588}, 'obj': 'Disease'}
53	On the contrary , many pathogens such as @DISEASE$ , HIV - 1 and cowpox virus [ 3 ] [ 4 ] [ 5 ] have developed strategies to interfere with host @GENE$ responses	On the contrary , many pathogens such as African swine fever virus , HIV - 1 and cowpox virus [ 3 ] [ 4 ] [ 5 ] have developed strategies to interfere with host NF - κB responses	zgywyubf-5-body_text.json	511	689	{'id': 'A-biobert_T5', 'span': {'begin': 672, 'end': 680}, 'obj': 'Gene'}	{'id': 9, 'span': {'begin': 552, 'end': 578}, 'obj': 'Disease'}
54	Five @GENE$ with the greatest differences in their expression levels and the most significant correlation with @DISEASE$ , as verified using western blotting	Five serum proteins with the greatest differences in their expression levels and the most significant correlation with liver diseases , as verified using western blotting	t6n95laz-16-body_text.json	201	371	{'id': 'A-biobert_T6', 'span': {'begin': 206, 'end': 221}, 'obj': 'Gene'}	{'id': 10, 'span': {'begin': 320, 'end': 335}, 'obj': 'Disease'}
55	In the present study , the levels of @GENE$ decreased in the progression of HBV from @DISEASE$ to ACLF	In the present study , the levels of apolipoprotein J precursor decreased in the progression of HBV from CHB to ACLF	t6n95laz-16-body_text.json	660	776	{'id': 'A-biobert_T8', 'span': {'begin': 697, 'end': 724}, 'obj': 'Gene'}	{'id': 15, 'span': {'begin': 765, 'end': 769}, 'obj': 'Disease'}
56	In the present study , the levels of @GENE$ decreased in the progression of @DISEASE$ from CHB to ACLF	In the present study , the levels of apolipoprotein J precursor decreased in the progression of HBV from CHB to ACLF	t6n95laz-16-body_text.json	660	776	{'id': 'A-biobert_T8', 'span': {'begin': 697, 'end': 724}, 'obj': 'Gene'}	{'id': 14, 'span': {'begin': 756, 'end': 760}, 'obj': 'Disease'}
57	Therefore , further studies , with a larger number of samples , are required in order to better establish the role of @GENE$ as a potential biomarker for @DISEASE$ progression .	Therefore , further studies , with a larger number of samples , are required in order to better establish the role of apolipoprotein J precursor as a potential biomarker for HBV progression .	t6n95laz-16-body_text.json	779	970	{'id': 'A-biobert_T9', 'span': {'begin': 897, 'end': 924}, 'obj': 'Gene'}	{'id': 17, 'span': {'begin': 953, 'end': 957}, 'obj': 'Disease'}
58	This indicates NS1 and NS5 may be involved in upregulation of @GENE$ after @DISEASE$ infection in Culex cells .	This indicates NS1 and NS5 may be involved in upregulation of CxCul4 after WNV infection in Culex cells .	i8cgsd4x-17-body_text.json	648	753	{'id': 'A-biobert_T13', 'span': {'begin': 710, 'end': 717}, 'obj': 'Gene'}	{'id': 15, 'span': {'begin': 723, 'end': 727}, 'obj': 'Disease'}
59	This indicates NS1 and @GENE$ may be involved in upregulation of CxCul4 after @DISEASE$ infection in Culex cells .	This indicates NS1 and NS5 may be involved in upregulation of CxCul4 after WNV infection in Culex cells .	i8cgsd4x-17-body_text.json	648	753	{'id': 'A-biobert_T12', 'span': {'begin': 671, 'end': 675}, 'obj': 'Gene'}	{'id': 15, 'span': {'begin': 723, 'end': 727}, 'obj': 'Disease'}
60	This indicates @GENE$ and NS5 may be involved in upregulation of CxCul4 after @DISEASE$ infection in Culex cells .	This indicates NS1 and NS5 may be involved in upregulation of CxCul4 after WNV infection in Culex cells .	i8cgsd4x-17-body_text.json	648	753	{'id': 'A-biobert_T11', 'span': {'begin': 663, 'end': 667}, 'obj': 'Gene'}	{'id': 15, 'span': {'begin': 723, 'end': 727}, 'obj': 'Disease'}
61	The current therapy for @DISEASE$ consists of a combination of @GENE$ and ribavirin	The current therapy for HCV infection consists of a combination of Pegylated interferon and ribavirin	0hbeso65-2-abstract.json	330	431	{'id': 'A-biobert_T1', 'span': {'begin': 397, 'end': 418}, 'obj': 'Gene'}	{'id': 9, 'span': {'begin': 354, 'end': 368}, 'obj': 'Disease'}
62	In addition , treatment of recurrent @DISEASE$ after liver transplantation is often compromised by enhanced adverse effects and limited efficacy of @GENE$ - based therapies	In addition , treatment of recurrent HCV infection after liver transplantation is often compromised by enhanced adverse effects and limited efficacy of interferon - based therapies	0hbeso65-2-abstract.json	743	923	{'id': 'A-biobert_T2', 'span': {'begin': 895, 'end': 906}, 'obj': 'Gene'}	{'id': 14, 'span': {'begin': 780, 'end': 794}, 'obj': 'Disease'}
63	The aim of this paper is to review several specific aspects regarding @DISEASE$ re - infection after transplant : risk factors , current therapeutics for HCV in different stages of liver transplantation , cellular function of @GENE$ , and molecular mechanisms of HCV entry	The aim of this paper is to review several specific aspects regarding HCV re - infection after transplant : risk factors , current therapeutics for HCV in different stages of liver transplantation , cellular function of HCV proteins , and molecular mechanisms of HCV entry	0hbeso65-2-abstract.json	1088	1360	{'id': 'A-biobert_T3', 'span': {'begin': 1308, 'end': 1321}, 'obj': 'Gene'}	{'id': 17, 'span': {'begin': 1236, 'end': 1240}, 'obj': 'Disease'}
64	The aim of this paper is to review several specific aspects regarding @DISEASE$ re - infection after transplant : risk factors , current therapeutics for HCV in different stages of liver transplantation , cellular function of @GENE$ , and molecular mechanisms of HCV entry	The aim of this paper is to review several specific aspects regarding HCV re - infection after transplant : risk factors , current therapeutics for HCV in different stages of liver transplantation , cellular function of HCV proteins , and molecular mechanisms of HCV entry	0hbeso65-2-abstract.json	1088	1360	{'id': 'A-biobert_T3', 'span': {'begin': 1308, 'end': 1321}, 'obj': 'Gene'}	{'id': 16, 'span': {'begin': 1158, 'end': 1162}, 'obj': 'Disease'}
65	Figure 8A shows that @GENE$ was detected in the muscle and brain of @DISEASE$ , STG69 , and STG135 mice accompanied by disease symptoms	Figure 8A shows that PRV gpD RNA was detected in the muscle and brain of WT , STG69 , and STG135 mice accompanied by disease symptoms	x665uk1d-28-body_text.json	134	267	{'id': 'A-biobert_T1', 'span': {'begin': 155, 'end': 167}, 'obj': 'Gene'}	{'id': 3, 'span': {'begin': 207, 'end': 210}, 'obj': 'Disease'}
66	Immunohistochemical analysis with an @GENE$ supported the viral gene expression data ; only @DISEASE$ mice with a high infection rate had Purkinje layer cells from the brain that stained dark brown after diaminobenzidine ( DAB ) staining ( Figure 8B ) .	Immunohistochemical analysis with an anti - gpD antibody supported the viral gene expression data ; only WT mice with a high infection rate had Purkinje layer cells from the brain that stained dark brown after diaminobenzidine ( DAB ) staining ( Figure 8B ) .	x665uk1d-28-body_text.json	270	529	{'id': 'A-biobert_T2', 'span': {'begin': 307, 'end': 327}, 'obj': 'Gene'}	{'id': 4, 'span': {'begin': 375, 'end': 378}, 'obj': 'Disease'}
67	To specifically investigate a function of @GENE$ during JHMV persistence , we infected DEREG mice , in which DT treatment abrogated the vast majority of Foxp3 + Tregs under homeostatic conditions but retained a minor fraction thereby circumventing @DISEASE$ ( 22 )	To specifically investigate a function of Foxp3 + Tregs during JHMV persistence , we infected DEREG mice , in which DT treatment abrogated the vast majority of Foxp3 + Tregs under homeostatic conditions but retained a minor fraction thereby circumventing lymphoproliferative disease ( 22 )	sb3ccvsk-11-body_text.json	310	599	{'id': 'A-biobert_T3', 'span': {'begin': 470, 'end': 484}, 'obj': 'Gene'}	{'id': 12, 'span': {'begin': 565, 'end': 593}, 'obj': 'Disease'}
68	To specifically investigate a function of Foxp3 + Tregs during @DISEASE$@GENE$ during JHMV persistence , we infected DEREG mice , in which DT treatment abrogated the vast majority of Foxp3 + Tregs under homeostatic conditions but retained a minor fraction thereby circumventing lymphoproliferative disease ( 22 )	To specifically investigate a function of Foxp3 + Tregs during JHMV persistence , we infected DEREG mice , in which DT treatment abrogated the vast majority of Foxp3 + Tregs under homeostatic conditions but retained a minor fraction thereby circumventing lymphoproliferative disease ( 22 )	sb3ccvsk-11-body_text.json	310	599	{'id': 'A-biobert_T3', 'span': {'begin': 470, 'end': 484}, 'obj': 'Gene'}	{'id': 11, 'span': {'begin': 373, 'end': 378}, 'obj': 'Disease'}
69	To specifically investigate a function of @GENE$ during JHMV persistence , we infected DEREG mice , in which DT treatment abrogated the vast majority of Foxp3 + Tregs under homeostatic conditions but retained a minor fraction thereby circumventing @DISEASE$ ( 22 )	To specifically investigate a function of Foxp3 + Tregs during JHMV persistence , we infected DEREG mice , in which DT treatment abrogated the vast majority of Foxp3 + Tregs under homeostatic conditions but retained a minor fraction thereby circumventing lymphoproliferative disease ( 22 )	sb3ccvsk-11-body_text.json	310	599	{'id': 'A-biobert_T2', 'span': {'begin': 352, 'end': 366}, 'obj': 'Gene'}	{'id': 12, 'span': {'begin': 565, 'end': 593}, 'obj': 'Disease'}
70	To specifically investigate a function of @GENE$ during @DISEASE$ persistence , we infected DEREG mice , in which DT treatment abrogated the vast majority of Foxp3 + Tregs under homeostatic conditions but retained a minor fraction thereby circumventing lymphoproliferative disease ( 22 )	To specifically investigate a function of Foxp3 + Tregs during JHMV persistence , we infected DEREG mice , in which DT treatment abrogated the vast majority of Foxp3 + Tregs under homeostatic conditions but retained a minor fraction thereby circumventing lymphoproliferative disease ( 22 )	sb3ccvsk-11-body_text.json	310	599	{'id': 'A-biobert_T2', 'span': {'begin': 352, 'end': 366}, 'obj': 'Gene'}	{'id': 11, 'span': {'begin': 373, 'end': 378}, 'obj': 'Disease'}
71	In other work , it has been suggested that whilst endogenous LC3 could co - localise with @DISEASE$ RTCs , @GENE$ showed significantly reduced co - localisation [ 56 ]	In other work , it has been suggested that whilst endogenous LC3 could co - localise with MHV RTCs , GFP - LC3 showed significantly reduced co - localisation [ 56 ]	yr678u8c-13-body_text.json	0	164	{'id': 'A-biobert_T2', 'span': {'begin': 101, 'end': 111}, 'obj': 'Gene'}	{'id': 24, 'span': {'begin': 90, 'end': 94}, 'obj': 'Disease'}
72	In other work , it has been suggested that whilst endogenous @GENE$ could co - localise with @DISEASE$ RTCs , GFP - LC3 showed significantly reduced co - localisation [ 56 ]	In other work , it has been suggested that whilst endogenous LC3 could co - localise with MHV RTCs , GFP - LC3 showed significantly reduced co - localisation [ 56 ]	yr678u8c-13-body_text.json	0	164	{'id': 'A-biobert_T1', 'span': {'begin': 61, 'end': 65}, 'obj': 'Gene'}	{'id': 24, 'span': {'begin': 90, 'end': 94}, 'obj': 'Disease'}
73	To identify the key molecules and signaling pathways that may mediate the inhibition of cell entry into S phase by EV - D68 , we examined the protein expression profiles of host G0 / G1 - phase and @GENE$ by Western blotting of @DISEASE$ cells at 0 , 16 , 20 , 24 , and 28 h post - infection	To identify the key molecules and signaling pathways that may mediate the inhibition of cell entry into S phase by EV - D68 , we examined the protein expression profiles of host G0 / G1 - phase and S - phase proteins by Western blotting of RD cells at 0 , 16 , 20 , 24 , and 28 h post - infection	21iw0bej-23-body_text.json	87	383	{'id': 'A-biobert_T3', 'span': {'begin': 285, 'end': 304}, 'obj': 'Gene'}	{'id': 22, 'span': {'begin': 327, 'end': 330}, 'obj': 'Disease'}
74	To identify the key molecules and signaling pathways that may mediate the inhibition of cell entry into S phase by EV - D68 , we examined the protein expression profiles of host @GENE$ and S - phase proteins by Western blotting of @DISEASE$ cells at 0 , 16 , 20 , 24 , and 28 h post - infection	To identify the key molecules and signaling pathways that may mediate the inhibition of cell entry into S phase by EV - D68 , we examined the protein expression profiles of host G0 / G1 - phase and S - phase proteins by Western blotting of RD cells at 0 , 16 , 20 , 24 , and 28 h post - infection	21iw0bej-23-body_text.json	87	383	{'id': 'A-biobert_T2', 'span': {'begin': 265, 'end': 281}, 'obj': 'Gene'}	{'id': 22, 'span': {'begin': 327, 'end': 330}, 'obj': 'Disease'}
